tweet_id,favorite_count,retweet_count,date_time
667174963120574464,256,86,2015-11-19 02:58:01
667176164155375616,629,476,2015-11-19 03:02:47
667177989038297088,195,57,2015-11-19 03:10:02
667182792070062081,14802,6485,2015-11-19 03:29:07
667188689915760640,767,433,2015-11-19 03:52:34
667192066997374976,401,110,2015-11-19 04:05:59
667200525029539841,635,274,2015-11-19 04:39:35
667211855547486208,508,251,2015-11-19 05:24:37
667369227918143488,380,170,2015-11-19 15:49:57
667393430834667520,204,58,2015-11-19 17:26:08
667405339315146752,481,226,2015-11-19 18:13:27
667435689202614272,316,86,2015-11-19 20:14:03
667437278097252352,466,250,2015-11-19 20:20:22
667443425659232256,811,608,2015-11-19 20:44:47
667453023279554560,321,94,2015-11-19 21:22:56
667455448082227200,197,65,2015-11-19 21:32:34
667470559035432960,267,101,2015-11-19 22:32:36
667491009379606528,550,237,2015-11-19 23:53:52
667495797102141441,548,289,2015-11-20 00:12:54
667502640335572993,552,228,2015-11-20 00:40:05
667509364010450944,7017,2226,2015-11-20 01:06:48
667517642048163840,382,199,2015-11-20 01:39:42
667524857454854144,1760,1174,2015-11-20 02:08:22
667530908589760512,488,256,2015-11-20 02:32:25
667534815156183040,849,562,2015-11-20 02:47:56
667538891197542400,210,70,2015-11-20 03:04:08
667544320556335104,901,551,2015-11-20 03:25:43
667546741521195010,344,133,2015-11-20 03:35:20
667549055577362432,6008,2407,2015-11-20 03:44:31
667550882905632768,0,33,2015-11-20 03:51:47
667550904950915073,0,35,2015-11-20 03:51:52
667724302356258817,506,336,2015-11-20 15:20:54
667728196545200128,386,159,2015-11-20 15:36:22
667766675769573376,461,231,2015-11-20 18:09:16
667773195014021121,240,59,2015-11-20 18:35:10
667782464991965184,428,254,2015-11-20 19:12:01
667793409583771648,720,345,2015-11-20 19:55:30
667801013445750784,339,99,2015-11-20 20:25:43
667806454573760512,1089,524,2015-11-20 20:47:20
667832474953625600,295,66,2015-11-20 22:30:44
667861340749471744,250,83,2015-11-21 00:25:26
667866724293877760,3113,1085,2015-11-21 00:46:50
667873844930215936,654,428,2015-11-21 01:15:07
667878741721415682,405,125,2015-11-21 01:34:35
667885044254572545,849,512,2015-11-21 01:59:37
667886921285246976,1971,1154,2015-11-21 02:07:05
667902449697558528,876,390,2015-11-21 03:08:47
667911425562669056,511,318,2015-11-21 03:44:27
667915453470232577,218,58,2015-11-21 04:00:28
667924896115245057,309,117,2015-11-21 04:37:59
667937095915278337,1327,841,2015-11-21 05:26:27
668113020489474048,691,259,2015-11-21 17:05:31
668142349051129856,582,303,2015-11-21 19:02:04
668154635664932864,514,331,2015-11-21 19:50:53
668171859951755264,512,204,2015-11-21 20:59:20
668190681446379520,678,206,2015-11-21 22:14:07
668204964695683073,576,204,2015-11-21 23:10:52
668221241640230912,527,211,2015-11-22 00:15:33
668226093875376128,317,112,2015-11-22 00:34:50
668237644992782336,6464,3017,2015-11-22 01:20:44
668248472370458624,1033,514,2015-11-22 02:03:45
668256321989451776,1353,652,2015-11-22 02:34:57
668268907921326080,576,254,2015-11-22 03:24:58
668274247790391296,863,244,2015-11-22 03:46:11
668286279830867968,525,146,2015-11-22 04:33:59
668291999406125056,260,34,2015-11-22 04:56:43
668297328638447616,642,313,2015-11-22 05:17:54
668466899341221888,923,546,2015-11-22 16:31:42
668480044826800133,481,157,2015-11-22 17:23:57
668484198282485761,444,250,2015-11-22 17:40:27
668496999348633600,428,141,2015-11-22 18:31:19
668507509523615744,339,113,2015-11-22 19:13:05
668528771708952576,489,237,2015-11-22 20:37:34
668537837512433665,260,78,2015-11-22 21:13:35
668542336805281792,484,227,2015-11-22 21:31:28
668544745690562560,544,241,2015-11-22 21:41:02
668567822092664832,257,61,2015-11-22 23:12:44
668614819948453888,637,335,2015-11-23 02:19:29
668620235289837568,216,46,2015-11-23 02:41:01
668623201287675904,1513,832,2015-11-23 02:52:48
668625577880875008,411,140,2015-11-23 03:02:14
668627278264475648,333,122,2015-11-23 03:09:00
668631377374486528,748,340,2015-11-23 03:25:17
668633411083464705,2955,1749,2015-11-23 03:33:22
668636665813057536,1088,513,2015-11-23 03:46:18
668641109086707712,1125,566,2015-11-23 04:03:57
668643542311546881,924,565,2015-11-23 04:13:37
668645506898350081,936,575,2015-11-23 04:21:26
668655139528511488,553,229,2015-11-23 04:59:42
668779399630725120,735,398,2015-11-23 13:13:28
668815180734689280,596,286,2015-11-23 15:35:39
668826086256599040,457,147,2015-11-23 16:18:59
668852170888998912,470,174,2015-11-23 18:02:38
668872652652679168,550,315,2015-11-23 19:24:02
668892474547511297,413,162,2015-11-23 20:42:48
668902994700836864,330,106,2015-11-23 21:24:36
668932921458302977,281,61,2015-11-23 23:23:31
668955713004314625,295,74,2015-11-24 00:54:05
668960084974809088,740,252,2015-11-24 01:11:27
668975677807423489,1370,621,2015-11-24 02:13:25
668979806671884288,830,375,2015-11-24 02:29:49
668981893510119424,565,327,2015-11-24 02:38:07
668986018524233728,573,179,2015-11-24 02:54:30
668988183816871936,940,502,2015-11-24 03:03:06
668989615043424256,710,345,2015-11-24 03:08:48
668992363537309700,780,369,2015-11-24 03:19:43
668994913074286592,459,249,2015-11-24 03:29:51
669000397445533696,21755,6774,2015-11-24 03:51:38
669006782128353280,598,265,2015-11-24 04:17:01
669015743032369152,773,394,2015-11-24 04:52:37
669037058363662336,683,328,2015-11-24 06:17:19
669203728096960512,1054,509,2015-11-24 17:19:36
669214165781868544,461,179,2015-11-24 18:01:05
669216679721873412,943,408,2015-11-24 18:11:04
669324657376567296,515,219,2015-11-25 01:20:08
669327207240699904,599,122,2015-11-25 01:30:16
669328503091937280,1055,441,2015-11-25 01:35:25
669351434509529089,463,198,2015-11-25 03:06:32
669353438988365824,674,273,2015-11-25 03:14:30
669354382627049472,2823,1350,2015-11-25 03:18:15
669359674819481600,382,132,2015-11-25 03:39:17
669363888236994561,651,244,2015-11-25 03:56:01
669367896104181761,479,168,2015-11-25 04:11:57
669371483794317312,515,190,2015-11-25 04:26:12
669375718304980992,1395,769,2015-11-25 04:43:02
669393256313184256,378,81,2015-11-25 05:52:43
669564461267722241,404,131,2015-11-25 17:13:02
669567591774625800,244,60,2015-11-25 17:25:28
669571471778410496,1657,1066,2015-11-25 17:40:53
669573570759163904,452,154,2015-11-25 17:49:14
669583744538451968,1556,991,2015-11-25 18:29:39
669597912108789760,537,160,2015-11-25 19:25:57
669603084620980224,990,393,2015-11-25 19:46:30
669625907762618368,3692,1917,2015-11-25 21:17:12
669661792646373376,842,464,2015-11-25 23:39:47
669680153564442624,698,305,2015-11-26 00:52:45
669682095984410625,368,141,2015-11-26 01:00:28
669683899023405056,407,117,2015-11-26 01:07:38
669749430875258880,283,68,2015-11-26 05:28:02
669753178989142016,841,425,2015-11-26 05:42:55
669923323644657664,245,62,2015-11-26 16:59:01
669926384437997569,393,112,2015-11-26 17:11:11
669942763794931712,528,180,2015-11-26 18:16:16
669970042633789440,314,65,2015-11-26 20:04:40
669972011175813120,461,172,2015-11-26 20:12:29
669993076832759809,337,89,2015-11-26 21:36:12
670003130994700288,345,98,2015-11-26 22:16:09
670037189829525505,612,297,2015-11-27 00:31:29
670040295598354432,785,117,2015-11-27 00:43:49
670046952931721218,674,188,2015-11-27 01:10:17
670055038660800512,696,352,2015-11-27 01:42:24
670061506722140161,800,369,2015-11-27 02:08:07
670069087419133954,663,263,2015-11-27 02:38:14
670073503555706880,1633,845,2015-11-27 02:55:47
670079681849372674,2329,1342,2015-11-27 03:20:20
670086499208155136,724,267,2015-11-27 03:47:25
670093938074779648,1079,358,2015-11-27 04:16:59
670290420111441920,735,301,2015-11-27 17:17:44
670303360680108032,443,144,2015-11-27 18:09:09
670319130621435904,4019,1312,2015-11-27 19:11:49
670338931251150849,445,118,2015-11-27 20:30:30
670361874861563904,340,71,2015-11-27 22:01:40
670374371102445568,769,286,2015-11-27 22:51:19
670385711116361728,583,226,2015-11-27 23:36:23
670403879788544000,451,170,2015-11-28 00:48:35
670408998013820928,583,239,2015-11-28 01:08:55
670411370698022913,2132,966,2015-11-28 01:18:21
670417414769758208,591,343,2015-11-28 01:42:22
670420569653809152,657,332,2015-11-28 01:54:54
670421925039075328,1368,683,2015-11-28 02:00:17
670427002554466305,538,174,2015-11-28 02:20:27
670428280563085312,1452,676,2015-11-28 02:25:32
670433248821026816,335,121,2015-11-28 02:45:17
670434127938719744,1468,689,2015-11-28 02:48:46
670435821946826752,1095,558,2015-11-28 02:55:30
670442337873600512,677,207,2015-11-28 03:21:24
670444955656130560,6997,2101,2015-11-28 03:31:48
670449342516494336,1234,718,2015-11-28 03:49:14
670452855871037440,572,220,2015-11-28 04:03:11
670465786746662913,1013,588,2015-11-28 04:54:34
670468609693655041,364,89,2015-11-28 05:05:47
670474236058800128,1598,813,2015-11-28 05:28:09
670668383499735048,11211,5374,2015-11-28 18:19:37
670676092097810432,261,45,2015-11-28 18:50:15
670679630144274432,781,308,2015-11-28 19:04:19
670691627984359425,611,256,2015-11-28 19:51:59
670704688707301377,791,393,2015-11-28 20:43:53
670717338665226240,1272,529,2015-11-28 21:34:09
670727704916926465,865,392,2015-11-28 22:15:21
670733412878163972,1003,537,2015-11-28 22:38:01
670755717859713024,466,120,2015-11-29 00:06:39
670764103623966721,1120,453,2015-11-29 00:39:59
670778058496974848,340,76,2015-11-29 01:35:26
670780561024270336,808,307,2015-11-29 01:45:22
670782429121134593,1645,838,2015-11-29 01:52:48
670783437142401025,853,419,2015-11-29 01:56:48
670786190031921152,628,214,2015-11-29 02:07:44
670789397210615808,690,254,2015-11-29 02:20:29
670792680469889025,869,293,2015-11-29 02:33:32
670797304698376195,758,252,2015-11-29 02:51:54
670803562457407488,351,93,2015-11-29 03:16:46
670804601705242624,2056,1007,2015-11-29 03:20:54
670807719151067136,1195,521,2015-11-29 03:33:17
670811965569282048,1173,286,2015-11-29 03:50:10
670815497391357952,3319,1655,2015-11-29 04:04:12
670822709593571328,634,103,2015-11-29 04:32:51
670823764196741120,806,202,2015-11-29 04:37:03
670826280409919488,5815,4343,2015-11-29 04:47:03
670832455012716544,763,234,2015-11-29 05:11:35
670833812859932673,465,132,2015-11-29 05:16:59
670838202509447168,1163,736,2015-11-29 05:34:25
670840546554966016,618,208,2015-11-29 05:43:44
670842764863651840,25636,9344,2015-11-29 05:52:33
670995969505435648,1152,309,2015-11-29 16:01:20
671109016219725825,1193,468,2015-11-29 23:30:32
671115716440031232,1407,821,2015-11-29 23:57:10
671122204919246848,3651,2701,2015-11-30 00:22:57
671134062904504320,779,207,2015-11-30 01:10:04
671138694582165504,967,428,2015-11-30 01:28:28
671141549288370177,1219,695,2015-11-30 01:39:49
671147085991960577,700,244,2015-11-30 02:01:49
671151324042559489,698,162,2015-11-30 02:18:39
671154572044468225,750,228,2015-11-30 02:31:34
671159727754231808,389,87,2015-11-30 02:52:03
671163268581498880,1734,1183,2015-11-30 03:06:07
671166507850801152,908,376,2015-11-30 03:18:59
671182547775299584,1167,365,2015-11-30 04:22:44
671186162933985280,769,230,2015-11-30 04:37:05
671347597085433856,1013,461,2015-11-30 15:18:34
671355857343524864,497,118,2015-11-30 15:51:24
671357843010908160,418,155,2015-11-30 15:59:17
671362598324076544,1168,311,2015-11-30 16:18:11
671390180817915904,1479,784,2015-11-30 18:07:47
671485057807351808,790,245,2015-12-01 00:24:48
671486386088865792,610,221,2015-12-01 00:30:04
671488513339211776,1050,500,2015-12-01 00:38:31
671497587707535361,962,474,2015-12-01 01:14:35
671504605491109889,7350,3770,2015-12-01 01:42:28
671511350426865664,1685,774,2015-12-01 02:09:16
671518598289059840,983,311,2015-12-01 02:38:04
671520732782923777,1453,570,2015-12-01 02:46:33
671528761649688577,874,274,2015-12-01 03:18:27
671533943490011136,1068,613,2015-12-01 03:39:03
671536543010570240,1225,436,2015-12-01 03:49:23
671538301157904385,961,421,2015-12-01 03:56:22
671542985629241344,1137,602,2015-12-01 04:14:59
671544874165002241,2079,1118,2015-12-01 04:22:29
671547767500775424,1414,636,2015-12-01 04:33:59
671561002136281088,13428,7713,2015-12-01 05:26:34
671729906628341761,8919,4653,2015-12-01 16:37:44
671735591348891648,1499,796,2015-12-01 17:00:19
671743150407421952,768,241,2015-12-01 17:30:22
671744970634719232,1397,822,2015-12-01 17:37:36
671763349865160704,1751,977,2015-12-01 18:50:38
671768281401958400,1239,555,2015-12-01 19:10:13
671789708968640512,7369,3713,2015-12-01 20:35:22
671855973984772097,950,485,2015-12-02 00:58:41
671866342182637568,1169,535,2015-12-02 01:39:53
671874878652489728,1302,588,2015-12-02 02:13:48
671879137494245376,1477,733,2015-12-02 02:30:43
671882082306625538,3609,1465,2015-12-02 02:42:26
671891728106971137,1385,600,2015-12-02 03:20:45
671896809300709376,8823,4424,2015-12-02 03:40:57
672068090318987265,1354,548,2015-12-02 15:01:33
672082170312290304,981,390,2015-12-02 15:57:30
672095186491711488,1035,392,2015-12-02 16:49:14
672125275208069120,2509,1217,2015-12-02 18:48:47
672139350159835138,1829,772,2015-12-02 19:44:43
672160042234327040,907,382,2015-12-02 21:06:56
672169685991993344,1057,394,2015-12-02 21:45:16
672205392827572224,2358,1231,2015-12-03 00:07:09
672222792075620352,815,225,2015-12-03 01:16:17
672231046314901505,1918,1071,2015-12-03 01:49:05
672239279297454080,933,339,2015-12-03 02:21:48
672245253877968896,713,166,2015-12-03 02:45:32
672248013293752320,1795,646,2015-12-03 02:56:30
672254177670729728,1483,785,2015-12-03 03:21:00
672256522047614977,2935,1662,2015-12-03 03:30:19
672264251789176834,1195,368,2015-12-03 04:01:02
672267570918129665,1560,649,2015-12-03 04:14:13
672272411274932228,6737,3600,2015-12-03 04:33:27
672466075045466113,1414,580,2015-12-03 17:23:00
672475084225949696,1502,751,2015-12-03 17:58:48
672481316919734272,739,131,2015-12-03 18:23:34
672482722825261057,1182,647,2015-12-03 18:29:09
672488522314567680,1162,472,2015-12-03 18:52:12
672523490734551040,676,185,2015-12-03 21:11:09
672538107540070400,1068,398,2015-12-03 22:09:14
672591271085670400,757,199,2015-12-04 01:40:29
672591762242805761,987,356,2015-12-04 01:42:26
672594978741354496,1378,646,2015-12-04 01:55:13
672604026190569472,1160,435,2015-12-04 02:31:10
672609152938721280,1158,414,2015-12-04 02:51:33
672614745925664768,1275,630,2015-12-04 03:13:46
672622327801233409,1351,525,2015-12-04 03:43:54
672640509974827008,1011,344,2015-12-04 04:56:09
672828477930868736,1309,517,2015-12-04 17:23:04
672834301050937345,1371,613,2015-12-04 17:46:12
672877615439593473,1070,393,2015-12-04 20:38:19
672884426393653248,1621,880,2015-12-04 21:05:23
672898206762672129,924,447,2015-12-04 22:00:08
672902681409806336,1418,536,2015-12-04 22:17:55
672964561327235073,1478,690,2015-12-05 02:23:49
672968025906282496,1368,590,2015-12-05 02:37:35
672970152493887488,996,378,2015-12-05 02:46:02
672975131468300288,1762,987,2015-12-05 03:05:49
672980819271634944,1880,1055,2015-12-05 03:28:25
672984142909456390,1297,578,2015-12-05 03:41:37
672988786805112832,1010,307,2015-12-05 04:00:04
672995267319328768,992,319,2015-12-05 04:25:50
672997845381865473,2043,767,2015-12-05 04:36:04
673148804208660480,1773,676,2015-12-05 14:35:56
673213039743795200,2354,907,2015-12-05 18:51:11
673240798075449344,1476,776,2015-12-05 20:41:29
673270968295534593,1105,395,2015-12-05 22:41:22
673295268553605120,7866,3397,2015-12-06 00:17:55
673317986296586240,903,283,2015-12-06 01:48:12
673320132811366400,14157,8489,2015-12-06 01:56:44
673342308415348736,1319,633,2015-12-06 03:24:51
673343217010679808,1011,284,2015-12-06 03:28:27
673345638550134785,2637,1384,2015-12-06 03:38:05
673350198937153538,763,224,2015-12-06 03:56:12
673352124999274496,1719,575,2015-12-06 04:03:51
673355879178194945,1555,631,2015-12-06 04:18:46
673359818736984064,1520,717,2015-12-06 04:34:25
673363615379013632,1064,334,2015-12-06 04:49:31
673576835670777856,1441,599,2015-12-06 18:56:46
673580926094458881,861,287,2015-12-06 19:13:01
673583129559498752,1241,393,2015-12-06 19:21:47
673612854080196609,1655,780,2015-12-06 21:19:54
673636718965334016,1170,398,2015-12-06 22:54:44
673656262056419329,749,260,2015-12-07 00:12:23
673662677122719744,1305,385,2015-12-07 00:37:52
673680198160809984,1427,504,2015-12-07 01:47:30
673686845050527744,1508,466,2015-12-07 02:13:55
673688752737402881,1321,530,2015-12-07 02:21:29
673689733134946305,1822,691,2015-12-07 02:25:23
673697980713705472,3978,2105,2015-12-07 02:58:09
673700254269775872,1493,613,2015-12-07 03:07:12
673705679337693185,1309,426,2015-12-07 03:28:45
673707060090052608,1150,421,2015-12-07 03:34:14
673708611235921920,1119,310,2015-12-07 03:40:24
673709992831262724,886,299,2015-12-07 03:45:53
673711475735838725,1086,319,2015-12-07 03:51:47
673715861853720576,3720,2249,2015-12-07 04:09:13
673887867907739649,976,270,2015-12-07 15:32:42
673906403526995968,3335,1756,2015-12-07 16:46:21
673919437611909120,1219,391,2015-12-07 17:38:09
673956914389192708,2046,1044,2015-12-07 20:07:04
674008982932058114,1256,381,2015-12-07 23:33:58
674014384960745472,1640,698,2015-12-07 23:55:26
674019345211760640,1180,328,2015-12-08 00:15:09
674024893172875264,1876,1319,2015-12-08 00:37:11
674036086168010753,879,235,2015-12-08 01:21:40
674038233588723717,1151,442,2015-12-08 01:30:12
674042553264685056,753,139,2015-12-08 01:47:22
674045139690631169,1482,693,2015-12-08 01:57:39
674051556661161984,1522,522,2015-12-08 02:23:09
674053186244734976,3485,1408,2015-12-08 02:29:37
674063288070742018,6674,2393,2015-12-08 03:09:46
674075285688614912,1021,307,2015-12-08 03:57:26
674082852460433408,784,182,2015-12-08 04:27:30
674255168825880576,1538,603,2015-12-08 15:52:13
674262580978937856,1355,490,2015-12-08 16:21:41
674265582246694913,1720,908,2015-12-08 16:33:36
674269164442398721,939,249,2015-12-08 16:47:50
674271431610523648,1647,782,2015-12-08 16:56:51
674291837063053312,15500,6358,2015-12-08 18:17:56
674318007229923329,1479,557,2015-12-08 20:01:55
674372068062928900,894,334,2015-12-08 23:36:44
674394782723014656,1571,617,2015-12-09 01:07:00
674410619106390016,1255,507,2015-12-09 02:09:56
674416750885273600,712,152,2015-12-09 02:34:18
674422304705744896,1500,573,2015-12-09 02:56:22
674436901579923456,1170,422,2015-12-09 03:54:22
674447403907457024,1115,384,2015-12-09 04:36:06
674468880899788800,6529,2223,2015-12-09 06:01:26
674632714662858753,1572,620,2015-12-09 16:52:27
674638615994089473,1766,632,2015-12-09 17:15:54
674644256330530816,1073,297,2015-12-09 17:38:19
674646392044941312,1502,544,2015-12-09 17:46:48
674664755118911488,970,273,2015-12-09 18:59:46
674670581682434048,1700,704,2015-12-09 19:22:56
674690135443775488,1205,501,2015-12-09 20:40:38
674737130913071104,672,100,2015-12-09 23:47:22
674739953134403584,1172,424,2015-12-09 23:58:35
674743008475090944,1470,594,2015-12-10 00:10:43
674752233200820224,1545,503,2015-12-10 00:47:23
674754018082705410,1429,482,2015-12-10 00:54:28
674764817387900928,830,259,2015-12-10 01:37:23
674767892831932416,1931,860,2015-12-10 01:49:36
674774481756377088,1185,517,2015-12-10 02:15:47
674781762103414784,2103,1310,2015-12-10 02:44:43
674788554665512960,847,225,2015-12-10 03:11:43
674790488185167872,1158,272,2015-12-10 03:19:24
674793399141146624,2639,1183,2015-12-10 03:30:58
674800520222154752,3163,933,2015-12-10 03:59:15
674805413498527744,910,383,2015-12-10 04:18:42
674999807681908736,2371,1200,2015-12-10 17:11:09
675003128568291329,1633,507,2015-12-10 17:24:21
675006312288268288,1028,244,2015-12-10 17:37:00
675015141583413248,2853,1294,2015-12-10 18:12:05
675047298674663426,1116,356,2015-12-10 20:19:52
675109292475830276,2940,1224,2015-12-11 00:26:12
675111688094527488,1014,275,2015-12-11 00:35:44
675113801096802304,2066,852,2015-12-11 00:44:07
675135153782571009,1367,532,2015-12-11 02:08:58
675145476954566656,2250,975,2015-12-11 02:49:59
675146535592706048,1266,341,2015-12-11 02:54:12
675147105808306176,998,261,2015-12-11 02:56:28
675149409102012420,3951,1828,2015-12-11 03:05:37
675153376133427200,6658,2827,2015-12-11 03:21:23
675166823650848770,3821,1748,2015-12-11 04:14:49
675334060156301312,2941,1402,2015-12-11 15:19:21
675349384339542016,4156,2459,2015-12-11 16:20:15
675354435921575936,34594,18571,2015-12-11 16:40:19
675362609739206656,1107,253,2015-12-11 17:12:48
675372240448454658,1799,548,2015-12-11 17:51:04
675432746517426176,1598,615,2015-12-11 21:51:30
675483430902214656,1953,1057,2015-12-12 01:12:54
675489971617296384,1371,649,2015-12-12 01:38:53
675497103322386432,3320,1416,2015-12-12 02:07:14
675501075957489664,18150,6324,2015-12-12 02:23:01
675517828909424640,1383,495,2015-12-12 03:29:35
675522403582218240,1097,308,2015-12-12 03:47:46
675531475945709568,1246,420,2015-12-12 04:23:49
675534494439489536,1909,454,2015-12-12 04:35:48
675706639471788032,681,104,2015-12-12 15:59:51
675707330206547968,2104,752,2015-12-12 16:02:36
675710890956750848,2003,901,2015-12-12 16:16:45
675740360753160193,1229,377,2015-12-12 18:13:51
675781562965868544,1704,518,2015-12-12 20:57:34
675798442703122432,10870,3687,2015-12-12 22:04:39
675820929667219457,1113,252,2015-12-12 23:34:00
675822767435051008,1618,578,2015-12-12 23:41:18
675845657354215424,2423,971,2015-12-13 01:12:15
675853064436391936,2854,1417,2015-12-13 01:41:41
675870721063669760,1742,617,2015-12-13 02:51:51
675878199931371520,4428,1536,2015-12-13 03:21:34
675888385639251968,2524,1044,2015-12-13 04:02:03
675891555769696257,2260,951,2015-12-13 04:14:39
675898130735476737,1738,634,2015-12-13 04:40:46
676089483918516224,1397,467,2015-12-13 17:21:08
676098748976615425,3203,1565,2015-12-13 17:57:57
676101918813499392,2977,1259,2015-12-13 18:10:33
676146341966438401,2041,726,2015-12-13 21:07:04
676191832485810177,2418,1120,2015-12-14 00:07:50
676215927814406144,1844,645,2015-12-14 01:43:35
676219687039057920,79084,33857,2015-12-14 01:58:31
676237365392908289,1299,324,2015-12-14 03:08:46
676263575653122048,2194,593,2015-12-14 04:52:55
676430933382295552,1480,377,2015-12-14 15:57:56
676440007570247681,1822,734,2015-12-14 16:34:00
676470639084101634,12386,5108,2015-12-14 18:35:43
676496375194980353,1603,583,2015-12-14 20:17:59
676533798876651520,1994,607,2015-12-14 22:46:41
676575501977128964,2751,1231,2015-12-15 01:32:24
676582956622721024,1281,307,2015-12-15 02:02:01
676588346097852417,2476,871,2015-12-15 02:23:26
676603393314578432,1249,431,2015-12-15 03:23:14
676606785097199616,2002,482,2015-12-15 03:36:42
676613908052996102,1155,212,2015-12-15 04:05:01
676617503762681856,3080,1083,2015-12-15 04:19:18
676776431406465024,5297,2194,2015-12-15 14:50:49
676811746707918848,1507,459,2015-12-15 17:11:09
676819651066732545,1916,725,2015-12-15 17:42:34
676821958043033607,24606,17120,2015-12-15 17:51:44
676864501615042560,2235,784,2015-12-15 20:40:47
676897532954456065,2387,798,2015-12-15 22:52:02
676936541936185344,13533,5387,2015-12-16 01:27:03
676942428000112642,2211,839,2015-12-16 01:50:26
676946864479084545,1810,415,2015-12-16 02:08:04
676948236477857792,2308,958,2015-12-16 02:13:31
676949632774234114,1377,431,2015-12-16 02:19:04
676957860086095872,2344,888,2015-12-16 02:51:45
676975532580409345,2951,1175,2015-12-16 04:01:59
677187300187611136,2910,1005,2015-12-16 18:03:28
677228873407442944,3775,1795,2015-12-16 20:48:40
677269281705472000,2116,776,2015-12-16 23:29:14
677301033169788928,1326,455,2015-12-17 01:35:24
677314812125323265,1751,592,2015-12-17 02:30:09
677328882937298944,3870,1643,2015-12-17 03:26:04
677331501395156992,1159,261,2015-12-17 03:36:28
677334615166730240,1447,322,2015-12-17 03:48:51
677530072887205888,1130,245,2015-12-17 16:45:31
677547928504967168,7406,3984,2015-12-17 17:56:29
677557565589463040,2601,1279,2015-12-17 18:34:46
677565715327688705,1376,503,2015-12-17 19:07:09
677573743309385728,2279,804,2015-12-17 19:39:03
677644091929329666,2006,872,2015-12-18 00:18:36
677662372920729601,2084,1070,2015-12-18 01:31:14
677673981332312066,3557,1641,2015-12-18 02:17:22
677687604918272002,2631,925,2015-12-18 03:11:30
677698403548192770,1304,351,2015-12-18 03:54:25
677700003327029250,3614,1576,2015-12-18 04:00:46
677716515794329600,3259,1072,2015-12-18 05:06:23
677895101218201600,5159,2332,2015-12-18 16:56:01
677918531514703872,1442,447,2015-12-18 18:29:07
678021115718029313,14703,6991,2015-12-19 01:16:45
678255464182861824,1692,408,2015-12-19 16:47:58
678278586130948096,12282,6682,2015-12-19 18:19:51
678334497360859136,1386,295,2015-12-19 22:02:01
678341075375947776,1852,593,2015-12-19 22:28:09
678380236862578688,2602,990,2015-12-20 01:03:46
678389028614488064,1994,463,2015-12-20 01:38:42
678396796259975168,1696,463,2015-12-20 02:09:34
678399652199309312,61267,30123,2015-12-20 02:20:55
678410210315247616,4545,2011,2015-12-20 03:02:53
678424312106393600,5801,2811,2015-12-20 03:58:55
678446151570427904,4270,1739,2015-12-20 05:25:42
678643457146150913,2201,473,2015-12-20 18:29:43
678675843183484930,3076,1640,2015-12-20 20:38:24
678740035362037760,4017,1885,2015-12-21 00:53:29
678755239630127104,7653,3661,2015-12-21 01:53:54
678764513869611008,1745,528,2015-12-21 02:30:45
678767140346941444,3780,1516,2015-12-21 02:41:11
678774928607469569,2978,1016,2015-12-21 03:12:08
678798276842360832,3730,1309,2015-12-21 04:44:55
678800283649069056,2758,992,2015-12-21 04:52:53
678969228704284672,1754,512,2015-12-21 16:04:13
678991772295516161,2495,1294,2015-12-21 17:33:48
679047485189439488,2415,757,2015-12-21 21:15:11
679062614270468097,18348,9083,2015-12-21 22:15:18
679111216690831360,6400,2830,2015-12-22 01:28:25
679132435750195208,3179,1281,2015-12-22 02:52:45
679148763231985668,2969,1136,2015-12-22 03:57:37
679158373988876288,23087,8950,2015-12-22 04:35:49
679462823135686656,34152,20798,2015-12-23 00:45:35
679475951516934144,2252,707,2015-12-23 01:37:45
679503373272485890,3401,1635,2015-12-23 03:26:43
679511351870550016,3618,1425,2015-12-23 03:58:25
679527802031484928,2845,804,2015-12-23 05:03:47
679530280114372609,5110,2287,2015-12-23 05:13:38
679722016581222400,1777,521,2015-12-23 17:55:32
679729593985699840,2317,910,2015-12-23 18:25:38
679736210798047232,2253,886,2015-12-23 18:51:56
679777920601223168,3317,1243,2015-12-23 21:37:40
679828447187857408,38945,15464,2015-12-24 00:58:27
679844490799091713,2543,861,2015-12-24 02:02:12
679854723806179328,3075,1358,2015-12-24 02:42:51
679862121895714818,2632,686,2015-12-24 03:12:15
679877062409191424,2108,707,2015-12-24 04:11:37
680055455951884288,17935,7875,2015-12-24 16:00:30
680070545539371008,2758,967,2015-12-24 17:00:27
680085611152338944,13712,9810,2015-12-24 18:00:19
680100725817409536,3815,1512,2015-12-24 19:00:23
680115823365742593,2909,1007,2015-12-24 20:00:22
680130881361686529,2462,1049,2015-12-24 21:00:12
680145970311643136,3878,1921,2015-12-24 22:00:10
680161097740095489,2478,807,2015-12-24 23:00:17
680176173301628928,4185,1726,2015-12-25 00:00:11
680191257256136705,2299,566,2015-12-25 01:00:07
680206703334408192,3042,1297,2015-12-25 02:01:30
680221482581123072,1562,322,2015-12-25 03:00:14
680440374763077632,1550,553,2015-12-25 17:30:01
680473011644985345,2713,826,2015-12-25 19:39:43
680494726643068929,1838,531,2015-12-25 21:06:00
680497766108381184,4553,2119,2015-12-25 21:18:05
680583894916304897,3867,1478,2015-12-26 03:00:19
680609293079592961,2827,791,2015-12-26 04:41:15
680798457301471234,3070,1154,2015-12-26 17:12:55
680801747103793152,2545,910,2015-12-26 17:25:59
